fire_location_latitude,fire_location_longitude,fire_start_date,weather_conditions_over_fire,temperature,relative_humidity,wind_speed
56.3838,-114.0457,2014-06-03 13:30:00,Cloudy,14,82,15
56.17685,-113.942183,2014-06-03 14:15:00,CB Wet,17,67,15
59.49535,-119.572517,2014-07-07 14:00:00,CB Dry,23,37,3
55.250783,-111.951517,2014-07-14 10:00:00,Clear,28,44,1
57.900767,-113.302017,2014-07-17 17:30:00,CB Wet,20,45,5
57.8135,-112.816333,2014-07-29 14:00:00,Clear,18,66,18
57.816667,-112.819333,2014-07-28 19:00:00,Clear,18,66,18
58.1778,-115.729083,2014-07-25 23:59:00,Clear,31,34,0
50.4965,-114.597167,2014-07-30 12:32:00,Cloudy,24,41,5
57.22485,-110.279233,2014-07-30 12:30:00,Cloudy,24,65,10
57.6753,-115.027667,2014-07-29 22:00:00,Rainshowers,29,51,5
50.763167,-114.6835,2014-07-29 22:55:00,CB Wet,23,53,15
50.9364,-114.7018,2014-07-29 19:00:00,Cloudy,18,40,0
57.591967,-110.58695,2014-07-30 13:30:00,Clear,23,36,8
52.881767,-115.679933,2014-07-30 13:00:00,Clear,27,90,5
56.655433,-114.426517,2014-07-29 20:00:00,CB Dry,30,47,12
55.23505,-111.381617,2013-05-26 17:00:00,Clear,20,35,10
58.608317,-114.442517,2013-06-17 19:06:00,Rainshowers,27,41,35
58.447067,-118.488533,2013-07-06 00:39:00,Clear,24.4,46,2
54.192533,-115.825117,2013-06-26 17:00:00,Cloudy,24,40,10
53.60935,-115.432867,2013-06-19 12:00:00,Cloudy,32,34,5
59.503783,-117.176867,2013-07-08 20:00:00,CB Dry,25,47,5
58.498367,-118.363333,2013-07-06 00:39:00,Clear,24.4,46,2
49.375133,-114.37235,2013-08-05 09:00:00,,,,
49.987617,-114.40405,2013-08-05 11:00:00,,,,
51.278767,-115.01755,2013-08-04 20:30:00,,,,
51.55065,-115.205033,2013-08-05 10:00:00,,,,
49.9952,-114.505167,2013-08-05 12:00:00,,,,
52.533767,-115.333933,2013-08-11 11:15:00,Clear,27,55,5
55.142067,-117.470967,2013-08-17 16:30:00,Cloudy,20,70,10
56.043,-113.880167,2013-08-19 22:00:00,,,,
49.671467,-114.591333,2013-09-02 12:00:00,,,,
49.671567,-114.591067,2013-09-02 12:00:00,,,,
58.98225,-117.628617,2013-07-18 13:00:00,Rainshowers,14,92,5
58.3144,-119.07975,2014-06-11 18:00:00,Cloudy,23,48,5
58.302067,-119.105083,2014-06-11 18:00:00,Cloudy,23,48,5
55.081867,-117.94535,2014-06-20 12:00:00,Clear,23,22,24
53.565917,-115.8438,2014-07-13 11:35:00,Clear,27,49,2
53.06625,-117.294533,,,,,
52.943217,-115.905917,2014-07-15 21:00:00,Clear,15,80,0
56.068694,-116.929459,2014-07-24 08:00:00,Cloudy,24,50,5
57.9054,-113.6805,2014-07-23 18:00:00,Cloudy,28,45,1
57.93755,-113.792217,2014-07-24 13:00:00,CB Dry,24,71,5
57.935067,-113.784783,2014-07-23 23:00:00,Cloudy,22,75,0
58.711817,-117.165083,2014-07-24 15:00:00,CB Wet,20,100,10
54.052333,-116.0346,2014-07-24 16:56:00,Cloudy,12,100,15
56.8461,-117.19215,2014-02-01 12:00:00,Rainshowers,12,90,5
55.927367,-110.72515,2014-07-26 06:00:00,Clear,18,75,2
56.144117,-112.79915,2013-05-14 16:00:00,Cloudy,16,40,3
55.484613,-110.858932,2013-05-14 16:10:00,CB Dry,20,34,10
53.320557,-117.8075,,,,,
56.609667,-113.32095,2013-06-23 17:30:00,CB Wet,23,70,5
59.363307,-114.607937,2013-06-17 14:07:00,Clear,28,30,15
57.871733,-116.879107,2013-06-23 00:00:00,Cloudy,21,55,8
56.375336,-117.567339,2013-07-17 18:00:00,Cloudy,24,51,8
51.284567,-115.143167,2013-08-05 08:00:00,,,,
49.657067,-114.538517,2013-08-05 08:00:00,,,,
49.39665,-114.340217,2013-08-05 08:00:00,,,,
49.65925,-114.5383,2013-08-05 08:00:00,,,,
51.574083,-114.991483,2013-08-05 08:00:00,,,,
49.902883,-114.4328,2013-08-05 08:00:00,,,,
49.703983,-114.604267,2013-08-05 08:00:00,,,,
49.974767,-114.472333,2013-08-05 08:00:00,,,,
51.632717,-115.110233,2013-08-05 08:00:00,,,,
50.854467,-114.613717,2014-05-18 12:00:00,,,,
51.551017,-115.20285,2014-05-18 12:00:00,,,,
51.40325,-115.0971,2014-05-18 12:00:00,,,,
51.392967,-115.093217,2014-05-18 12:00:00,,,,
50.05585,-114.424433,2014-05-18 12:00:00,,,,
49.910233,-114.507867,2014-05-19 08:00:00,,,,
51.58205,-114.99405,2014-05-19 08:00:00,,,,
50.85115,-114.630967,2014-05-19 08:00:00,,,,
49.36495,-114.320333,2014-05-19 08:00:00,,,,
49.3646,-114.318083,2014-05-19 08:00:00,,,,
49.3649,-114.31575,2014-05-19 08:00:00,,,,
50.807433,-114.622833,2014-05-19 08:00:00,,,,
50.809167,-114.62355,2014-05-19 12:00:00,,,,
50.842967,-115.169717,2014-05-19 12:00:00,,,,
49.98415,-114.48615,2014-05-19 12:00:00,,,,
49.404283,-114.342,2014-05-19 12:00:00,,,,
51.269467,-115.017867,2014-05-19 12:00:00,,,,
49.450267,-114.3241,2014-05-19 12:00:00,,,,
51.551633,-115.2057,2014-05-19 12:00:00,,,,
50.857617,-114.647767,2014-05-19 12:00:00,,,,
50.8026,-114.65835,2014-05-19 12:00:00,,,,
49.377217,-114.371467,2014-05-19 12:00:00,,,,
50.857333,-114.605733,2014-05-19 12:00:00,,,,
51.392283,-115.097183,2014-05-19 12:00:00,,,,
49.277267,-114.006867,2014-06-06 09:00:00,,,,
50.96895,-115.110317,2014-07-05 15:20:00,Clear,29,22,4
51.270417,-115.021067,2014-07-06 08:00:00,,,,
54.10345,-115.638683,2013-05-17 10:00:00,Cloudy,23,35,5
55.746979,-112.710635,2013-05-31 13:40:00,Cloudy,19,68,0
51.474767,-115.125633,2013-06-02 08:00:00,,,,
51.549033,-115.1987,2013-06-02 12:00:00,,,,
51.556467,-115.361483,2013-06-02 12:00:00,,,,
57.18755,-111.646133,2013-06-27 11:00:00,Cloudy,29,50,15
57.689283,-110.170933,2013-07-02 16:10:00,CB Dry,31,54,20
54.885867,-117.459833,2013-08-18 10:00:00,Cloudy,17,58,3
51.475667,-115.104317,2013-09-02 12:00:00,,,,
49.673133,-114.5914,2013-09-02 12:00:00,,,,
51.269767,-115.0227,2013-09-02 12:00:00,,,,
49.915917,-114.393183,2013-09-02 12:00:00,,,,
49.672817,-114.590717,2013-09-02 12:00:00,,,,
49.672517,-114.5907,2013-09-02 12:00:00,,,,
51.091567,-115.05035,2013-09-02 16:01:00,Cloudy,27,26,6
49.6716,-114.5907,2013-09-02 12:00:00,,,,
51.27095,-115.006233,2013-09-02 14:00:00,,,,
49.672683,-114.592533,2013-09-02 15:00:00,,,,
49.672233,-114.592367,2013-09-02 15:00:00,,,,
54.303317,-114.79655,2014-06-04 07:00:00,Clear,13,77,3
58.041843,-113.869991,2014-06-14 16:00:00,Clear,23,58,0
51.988983,-116.656067,2014-07-03 19:26:00,Clear,25,16,25
52.521367,-114.884033,2014-07-06 13:30:00,Clear,20,49,11
54.429783,-117.654217,2014-07-03 16:05:00,Rainshowers,13,60,15
55.6925,-119.296167,2014-07-17 14:43:00,Rainshowers,15,100,2
56.017131,-110.028675,2013-07-02 18:00:00,Clear,28,40,10
58.206181,-115.81625,2013-06-24 15:00:00,Clear,26,36,6
58.184418,-115.650557,2013-06-17 18:00:00,Clear,25,34,10
55.3082,-112.599617,2013-07-09 15:00:00,CB Dry,23,63,14
51.406583,-115.062317,2013-08-03 08:00:00,,,,
52.35275,-114.973983,2013-09-04 16:30:00,Clear,29,50,3
55.528767,-110.57105,2013-09-01 10:00:00,Clear,20,50,0
55.1615,-113.026167,2014-05-19 12:25:00,Cloudy,15,40,5
54.13885,-115.58715,2014-04-28 00:00:00,Clear,14,30,15
55.045333,-118.68605,2014-07-11 19:00:00,Clear,22,68,2
53.48975,-117.8296,2014-07-13 13:15:00,Clear,30.5,20,5
52.63675,-115.52665,2014-07-14 13:00:00,Clear,28.4,46,2
55.065833,-117.48075,2014-07-13 15:00:00,Cloudy,29,41,7
55.07415,-118.2118,,Cloudy,23,76,0
55.912583,-110.73285,2014-07-19 01:00:00,Rainshowers,16,90,0
56.86725,-116.37265,2014-07-23 17:00:00,Cloudy,22,55,0
56.920317,-116.72715,2014-07-23 17:50:00,CB Dry,20,50,15
56.93855,-116.991533,2014-07-23 19:00:00,Clear,18,45,2
56.158467,-116.307083,2014-07-23 20:00:00,Cloudy,20,65,0
56.159133,-110.460667,2014-07-29 12:37:00,CB Dry,33,48,5
55.585983,-118.822033,2013-06-12 11:00:00,CB Wet,14,78,6
57.534167,-118.379167,2013-07-08 15:30:00,Cloudy,20,45,0
58.650183,-115.265033,2013-07-09 15:30:00,Cloudy,21,62,2
55.876833,-114.0761,2013-07-16 11:39:00,Clear,24,39,0
59.840133,-118.652067,2013-07-26 14:00:00,CB Dry,30,44,5
59.8769,-118.60015,2013-07-26 13:30:00,CB Dry,30,44,5
56.104483,-110.89985,2013-07-26 17:15:00,Clear,23,30,17
50.632533,-115.16565,2013-07-29 15:30:00,Clear,13,61,0
55.924183,-110.693667,2013-08-12 15:45:00,CB Dry,20,40,5
51.267783,-114.96885,2013-09-02 15:00:00,,,,
50.25295,-114.337367,2013-09-02 15:00:00,,,,
54.853667,-111.881867,2014-05-23 18:00:00,Clear,25,35,15
49.656967,-114.537367,2014-05-24 21:30:00,Cloudy,12,62,0
58.498467,-117.98175,2014-06-28 14:30:00,Cloudy,22,45,0
52.361517,-115.009867,2014-07-01 11:55:00,Clear,24,34,3
57.206067,-110.887717,2014-07-27 13:00:00,CB Wet,25,35,5
59.35145,-116.968133,2014-07-15 22:00:00,Cloudy,22,45,3
57.8261,-112.80025,2014-07-27 14:00:00,CB Dry,27,35,15
56.439433,-112.603033,2014-07-29 13:00:00,CB Wet,27,46,12
56.207,-113.125167,2014-07-29 16:25:00,CB Dry,36,34,25
56.345717,-113.547683,2014-07-29 17:20:00,Cloudy,30,35,10
56.337,-113.251167,2014-07-29 16:35:00,Clear,25,34,6
56.416667,-113.28,2014-07-29 16:45:00,CB Dry,23,55,0
56.3802,-118.81845,2014-07-13 08:00:00,Clear,26,40,0
56.361167,-113.325333,2014-07-29 17:00:00,Clear,24,51,0
56.423333,-113.273333,2014-07-29 16:45:00,CB Dry,24,51,0
57.8429,-112.34745,2014-07-29 17:00:00,Clear,30,32,1
56.244583,-113.070633,2014-07-29 20:05:00,CB Dry,24,51,0
50.848767,-114.62535,2013-05-20 09:00:00,,,,
51.6327,-115.110133,2013-05-20 09:00:00,,,,
51.420617,-115.08695,2013-05-20 09:00:00,,,,
49.831867,-113.959483,2013-05-20 11:00:00,,,,
50.853883,-114.61505,2013-05-20 09:00:00,,,,
49.425167,-114.334933,2013-05-20 11:00:00,,,,
51.633483,-115.085683,2013-05-20 11:00:00,,,,
50.858017,-114.6052,2013-05-20 09:00:00,,,,
51.634283,-115.111333,2013-05-20 09:00:00,,,,
50.854367,-114.613233,2013-05-20 12:00:00,,,,
51.575117,-114.854717,2013-05-20 12:00:00,,,,
55.92555,-111.059867,2013-05-21 14:00:00,Clear,23,44,2
53.18403,-117.01455,2013-05-20 10:00:00,Cloudy,15,40,20
57.062917,-110.7152,2013-05-29 16:00:00,Clear,19,45,5
55.195277,-112.47307,2013-05-30 12:30:00,Rainshowers,18.5,62,8
56.2347,-117.107367,2013-06-23 16:30:00,Cloudy,27,35,0
51.2715,-115.047283,2013-06-29 08:00:00,,,,
57.993667,-115.130167,2013-07-30 17:54:00,Cloudy,18,65,0
55.368067,-115.05515,2013-08-16 18:00:00,Clear,22,50,10
57.432083,-111.586633,2013-08-23 23:59:00,Clear,19,60,2
57.868733,-112.875683,2013-08-24 13:45:00,Rainshowers,20,50,0
55.805667,-111.19545,2014-07-31 15:20:00,Rainshowers,30,39,0
55.814517,-111.152433,2014-07-31 15:30:00,Cloudy,17,58,0
58.716817,-118.749667,2014-09-02 13:45:00,Cloudy,18,63,2
57.8155,-114.140833,2014-09-01 20:00:00,Rainshowers,18,76,0
54.378367,-117.144783,2015-04-12 17:05:00,Clear,4,26,15
56.874467,-117.212917,2015-01-30 12:00:00,Cloudy,18,27,5
57.462117,-117.523067,2015-01-30 12:00:00,Clear,17,30,10
56.339767,-117.358133,2015-04-28 11:50:00,Cloudy,22,30,10
51.154233,-114.79705,2015-05-03 22:30:00,Clear,5,40,5
49.600117,-114.42665,2015-05-04 10:15:00,Clear,10,23,0
55.051483,-116.61545,2015-05-10 16:35:00,Clear,23,17,4
55.894083,-113.467767,2015-05-10 19:10:00,Clear,15,25,8
54.472117,-111.153583,2015-05-28 19:00:00,Clear,11,26,7
52.014717,-114.855583,2015-05-31 10:00:00,Cloudy,11,80,10
56.6235,-117.316083,2015-05-04 15:00:00,Clear,10,45,18
58.583709,-117.131598,2015-05-05 19:45:00,Clear,10,40,0
58.712733,-118.732667,2015-05-06 09:00:00,Clear,15,29,5
55.155167,-118.821583,2015-05-06 14:40:00,Cloudy,14,37,1
55.02525,-118.9393,2015-05-06 14:40:00,Cloudy,16,40,2
55.0252,-118.93115,2015-05-06 14:40:00,Cloudy,16,40,2
54.56005,-111.242933,2015-05-09 15:00:00,Clear,12,34,8
55.93275,-110.732617,2015-05-09 15:00:00,Clear,17,20,10
58.511017,-115.5755,2015-05-13 12:40:00,Clear,30,22,10
55.392442,-115.462767,2015-05-13 13:00:00,Clear,22,26,4
55.394267,-115.4628,2015-05-13 13:00:00,Clear,22,26,4
56.110617,-111.824717,2015-05-19 21:30:00,Clear,23,18,5
59.04295,-117.706467,2015-05-15 00:45:00,Clear,11,50,1
58.473183,-114.483067,2015-05-15 15:00:00,Clear,13,35,10
55.951517,-113.77,2015-05-15 15:45:00,Cloudy,17,49,8
54.677017,-115.536217,2015-05-16 13:50:00,Clear,13,30,8
54.443682,-114.561613,,,,,
57.993617,-117.008983,2014-07-31 18:00:00,Cloudy,19,60,3
57.610433,-115.1507,2014-08-16 20:00:00,Clear,26,32,4
58.294283,-116.745617,2014-08-16 20:00:00,Clear,25,50,0
56.47995,-112.8532,2014-09-16 17:00:00,Cloudy,9,88,25
57.730683,-117.4203,2014-09-20 13:45:00,Clear,23,35,20
56.9153,-117.422833,2014-09-20 16:00:00,Cloudy,20,35,20
57.294233,-118.563067,2014-09-20 12:00:00,Clear,15,35,10
57.928917,-117.893467,2014-10-05 14:00:00,Clear,13,45,0
55.371833,-116.957917,2015-04-13 14:00:00,Clear,13,16,4
58.7171,-118.752367,2015-04-13 19:50:00,Clear,6,22,6
51.033417,-114.765233,2015-04-17 12:40:00,Clear,15,30,19
50.754767,-114.535017,2015-04-17 13:30:00,Clear,19,23,22
55.928113,-110.725936,2015-04-25 22:44:00,Clear,7,29,1
55.9145,-113.920583,2015-05-10 10:50:00,Clear,15,25,8
55.19765,-116.19755,2015-05-10 14:33:00,Clear,21,21,4
55.856833,-116.807283,2015-05-11 17:00:00,Clear,20,28,10
56.306317,-118.315117,2015-05-11 16:40:00,Clear,22,30,15
53.598117,-115.538467,2015-05-13 11:00:00,Clear,20.5,23,20
54.46229,-116.80675,,,,,
54.6603,-114.612417,2015-05-14 14:40:00,Clear,20,25,15
56.545817,-119.06145,2015-05-15 10:20:00,Clear,16,42,12
56.184567,-116.941667,2015-05-15 17:30:00,Rainshowers,18,30,18
56.159333,-116.993633,2015-05-15 18:00:00,CB Wet,16,60,15
56.337167,-116.839333,2015-05-15 18:00:00,CB Wet,15,60,5
56.179617,-116.909167,2015-05-15 17:50:00,Cloudy,15,76,2
56.43845,-117.32225,2015-05-15 18:00:00,CB Wet,20,25,5
56.417067,-116.647217,2015-05-15 17:45:00,Cloudy,12,39,0
55.8581,-110.835433,2015-05-16 09:45:00,Clear,5,29,15
56.179047,-116.908781,2015-05-15 17:50:00,Cloudy,16,68,5
54.244467,-116.888733,2015-05-15 19:37:00,CB Wet,9,100,10
58.716667,-118.703333,2015-05-15 20:30:00,Clear,15,45,25
55.30655,-115.619083,2015-05-16 14:40:00,Clear,13.5,27,7
58.460967,-114.449383,2015-05-16 19:00:00,Clear,13,35,13
56.159167,-113.378617,2014-08-03 02:30:00,Cloudy,13,93,0
57.1015,-110.563833,2014-08-06 22:00:00,Clear,24,35,25
54.688541,-117.104061,2015-03-07 14:00:00,CB Dry,6,60,5
51.53375,-114.79305,2015-03-26 17:10:00,CB Dry,17,32,7
56.32448,-117.699051,2015-03-27 13:15:00,Clear,13,28,18
52.473333,-114.946943,2015-04-15 14:00:00,Clear,12,40,5
55.937147,-110.716268,2015-04-21 12:00:00,Clear,15,34,8
58.837443,-118.731727,2015-05-04 07:30:00,Clear,6,40,15
51.53545,-115.07115,2015-05-09 10:00:00,,,,
55.2067,-111.337933,2015-05-27 19:45:00,Cloudy,11,76,19
54.560883,-111.226483,2015-05-16 14:00:00,Clear,19,25,36
54.446167,-114.542333,,,,,
54.4465,-114.542167,,,,,
56.760383,-111.578983,2015-05-15 18:15:00,Clear,22,31,3
58.664133,-118.675783,2015-05-17 08:30:00,Clear,4,40,10
58.47465,-114.565383,2015-05-17 17:30:00,Clear,15,28,5
51.63228,-115.08959,2015-05-18 08:00:00,,,,
52.397967,-116.4141,2015-05-18 09:00:00,,,,
53.190288,-115.637303,2015-05-18 11:55:00,Clear,17.2,29,11
52.225983,-115.283917,2015-05-18 09:00:00,,,,
51.404267,-115.0588,2015-05-18 08:00:00,,,,
51.27055,-114.999733,2015-05-18 10:00:00,,,,
50.02685,-114.05075,2015-05-18 08:00:00,,,,
52.101,-114.9575,2015-05-18 11:00:00,,,,
49.840017,-114.41645,2015-05-18 10:00:00,,,,
52.212033,-115.164017,,,,,
49.401467,-114.3408,2015-05-18 10:00:00,,,,
50.869667,-114.70335,2015-05-18 10:00:00,,,,
50.870983,-114.707017,2015-05-18 10:00:00,,,,
50.8491,-114.6258,2015-05-18 10:00:00,,,,
51.581483,-114.936017,2015-05-18 10:00:00,,,,
50.869683,-114.703433,2015-05-18 10:00:00,,,,
51.572833,-114.995317,2015-05-18 10:00:00,,,,
52.965133,-115.577233,2015-05-18 12:00:00,,,,
50.2623,-114.3211,2015-05-18 10:00:00,,,,
51.1378,-115.370917,2014-07-29 21:46:00,Clear,21,55,5
49.853,-114.052833,2014-07-30 17:05:00,Cloudy,24,55,5
49.67225,-114.5891,2014-08-03 13:00:00,,,,
49.373833,-114.39525,2014-08-06 10:00:00,,,,
54.627483,-115.47655,2014-08-13 16:00:00,CB Dry,25,38,5
55.40376,-112.870003,2014-09-07 17:00:00,Cloudy,15,40,10
53.674267,-117.062817,2014-11-04 08:00:00,Clear,4,58,1
50.752183,-114.5359,2015-03-14 17:20:00,Cloudy,8,70,15
51.30105,-114.710733,2015-03-31 15:15:00,Cloudy,18,20,20
55.920796,-110.73915,2015-04-24 16:15:00,Clear,8,38,10
55.919083,-110.730583,2015-04-24 16:00:00,Clear,6,23,10
55.917182,-110.73915,2015-04-24 16:45:00,Clear,8,38,10
55.928113,-110.719491,2015-04-24 17:30:00,Clear,9,32,5
54.740391,-111.705557,2015-04-26 12:50:00,CB Dry,18,27,22
58.484183,-114.539517,2015-05-17 07:00:00,Clear,15,28,5
56.7605,-111.576933,2015-05-17 10:30:00,Clear,15,40,10
55.763119,-112.067404,2015-05-17 12:10:00,Clear,13,21,23
54.53975,-111.279685,2015-05-17 12:40:00,Clear,15,20,18
50.845517,-114.719567,2015-05-17 08:00:00,,,,
53.009667,-115.229,2015-05-17 12:25:00,Clear,15.5,25,6
50.008017,-114.0689,2015-05-17 12:00:00,,,,
50.857167,-114.608133,2015-05-17 12:00:00,,,,
51.40276,-115.07069,2015-05-17 12:00:00,,,,
50.22776,-114.40045,2015-05-17 12:00:00,,,,
51.632933,-115.100933,2015-05-17 12:00:00,,,,
56.437,-111.0705,2015-05-17 12:11:00,Clear,7,51,15
51.403056,-115.071111,2015-05-17 10:00:00,,,,
53.3159,-117.77035,,,,,
55.636067,-111.071617,2015-05-17 15:35:00,Clear,13,27,5
55.1265,-114.080667,2015-05-17 16:45:00,Clear,18,25,15
58.39115,-115.571133,2015-02-25 12:00:00,Clear,23,10,8
58.47465,-114.565383,2015-05-17 17:30:00,Clear,15,28,5
54.537467,-111.241333,2015-05-17 19:06:00,Clear,10,30,15
54.967167,-118.42405,2015-05-16 02:03:00,Clear,17,58,1
50.850933,-114.630733,2015-05-18 08:00:00,,,,
59.11075,-114.11365,2014-07-30 16:00:00,Cloudy,23,50,5
57.96275,-114.567767,2014-07-30 17:00:00,Cloudy,20,85,5
59.671467,-119.766133,2014-07-30 17:00:00,Clear,21,65,5
59.724833,-119.888817,2014-07-30 17:00:00,Clear,23,34,8
59.707767,-119.609333,2014-07-30 17:00:00,Clear,28,40,5
59.731833,-119.631683,2014-07-30 17:30:00,Cloudy,21,39,12
58.694833,-118.840267,2014-07-30 12:00:00,Clear,23.5,57,3
59.841883,-119.37325,2014-07-30 18:00:00,Clear,23,33,4
59.6326,-119.999983,2014-07-30 18:00:00,Clear,19,44,2
58.51485,-116.9426,2014-07-30 17:30:00,Clear,28,47,3
56.185267,-110.643483,2014-07-31 14:00:00,Rainshowers,25,67,2
55.89025,-115.662383,2014-08-08 09:00:00,Clear,20,72,1
53.691417,-118.724533,2014-08-13 17:00:00,Cloudy,15.2,72,0
55.937417,-113.778283,2015-04-18 18:00:00,Clear,12,35,20
54.50359,-113.475258,2018-05-25 22:30:00,Clear,17,35,16
50.816133,-114.643883,2018-05-27 10:02:00,Clear,18,45,10
54.390325,-116.828174,2018-05-26 19:45:00,Clear,16,35,10
58.696417,-118.6777,2018-05-27 01:06:00,Cloudy,10,40,0
55.122033,-116.0887,2015-04-19 15:30:00,CB Dry,16,30,7
56.390367,-111.44535,2014-11-06 09:27:00,Cloudy,4,69,5
51.6332,-115.088483,2015-05-18 12:00:00,,,,
50.144,-114.449467,2015-05-18 10:00:00,,,,
50.128317,-114.436133,2015-05-18 10:00:00,,,,
53.440996,-115.091501,,,,,
53.440996,-115.091501,,,,,
53.440996,-115.091501,,,,,
53.440996,-115.091501,,,,,
53.440996,-115.091501,,,,,
52.007917,-115.150883,,,,,
53.321833,-117.769167,,Clear,22,50,5
56.414867,-118.9368,2015-04-25 12:00:00,Clear,23,20,10
55.501117,-116.05785,2015-02-15 09:00:00,Clear,22,18,20
56.450517,-111.371467,2015-05-21 17:00:00,Clear,24,18,5
58.497217,-114.5397,2015-05-21 18:57:00,CB Dry,30,20,2
51.0734,-115.00435,2015-05-21 17:20:00,Clear,20,20,20
56.044349,-110.785527,2014-08-01 14:00:00,CB Dry,30,43,9
53.039483,-116.138833,2014-08-05 22:00:00,Clear,20,64,5
52.218917,-114.831583,2014-08-19 17:15:00,Clear,18,14,2
56.397517,-116.778333,2014-08-30 15:00:00,Cloudy,16,45,0
58.563683,-119.166867,2014-09-11 16:30:00,Clear,15,75,8
55.6602,-119.526417,,Clear,14,64,0
58.706883,-118.673717,2014-09-01 15:00:00,Clear,16,40,2
55.398267,-112.493767,2014-09-19 12:35:00,Clear,21.4,33,26
56.1524,-116.821583,2014-09-22 12:00:00,Cloudy,16,35,0
52.905283,-115.90455,2014-10-02 19:00:00,Clear,2,52,0
58.483117,-114.469567,2015-05-18 10:48:00,Clear,20,22,10
49.708333,-114.464567,2015-05-18 08:00:00,,,,
51.9741,-115.177067,2015-05-18 09:00:00,,,,
50.237,-114.37048,2015-05-18 08:00:00,,,,
51.404217,-115.05805,2015-05-18 08:00:00,,,,
51.39695,-115.08415,2015-05-18 13:35:00,,,,
51.63169,-115.10213,2015-05-18 12:00:00,,,,
51.63229,-115.10223,2015-05-18 10:00:00,,,,
51.63229,-115.10265,2015-05-18 08:00:00,,,,
49.49168,-114.39336,2015-05-18 08:00:00,,,,
57.447767,-117.527117,2015-05-18 08:00:00,Clear,18,20,0
53.551133,-116.49235,2015-05-17 09:00:00,Clear,16,23,11
58.2976,-119.298067,2015-05-17 20:00:00,Clear,15.1,30,2
49.4287,-114.450583,2015-05-18 10:00:00,,,,
51.394633,-115.085917,2015-05-18 12:00:00,,,,
51.39175,-115.109333,2015-05-18 12:00:00,,,,
49.9168,-114.39336,2015-05-18 12:00:00,,,,
53.611683,-115.695783,2015-05-18 14:08:00,Clear,16.8,26,20
49.655783,-114.534083,2015-05-18 12:00:00,,,,
51.403267,-115.0639,2015-05-18 12:00:00,,,,
50.265083,-114.314633,2015-05-18 12:00:00,,,,
50.26495,-114.314933,2015-05-18 12:00:00,,,,
49.677417,-114.591617,2015-05-18 12:00:00,,,,
50.264883,-114.3156,2015-05-18 10:00:00,,,,
56.437267,-112.618533,2014-07-30 23:00:00,Clear,30,46,5
56.439217,-112.618967,2014-07-30 23:00:00,Clear,30,46,5
56.305033,-112.132217,2014-07-31 17:50:00,Cloudy,26,51,2
56.17795,-112.204117,2014-08-03 19:00:00,Clear,28,37,12
52.730017,-115.632583,2014-08-06 17:45:00,Clear,24,58,5
52.647967,-114.832083,2014-08-10 14:00:00,Clear,25,40,4
52.7618,-115.3499,2014-08-10 14:00:00,Clear,29,34,0
56.473183,-111.426217,2014-08-11 12:00:00,Cloudy,27,42,7
57.862702,-116.86864,2014-06-13 12:00:00,Cloudy,21,45,7
53.501004,-115.014733,2014-10-24 15:15:00,Cloudy,7,64,18
58.269367,-116.312167,2014-10-28 08:30:00,Cloudy,1,80,14
59.039017,-117.706767,2015-04-20 16:15:00,Clear,18,30,5
55.925067,-110.71975,2015-04-17 12:50:00,Cloudy,13,38,7
58.464933,-114.474817,2015-04-20 18:00:00,Clear,12,35,10
56.416317,-111.160667,2015-04-21 20:00:00,Clear,5.1,64,1
53.56615,-116.722317,2015-05-22 06:30:00,Clear,16,26,9
54.573,-115.522,2015-05-22 13:50:00,Clear,23,19,11
53.8575,-116.9171,2015-05-24 13:15:00,Clear,22,13,20
58.809167,-118.709167,2015-05-23 06:30:00,Clear,25,25,10
58.454613,-114.540949,2015-05-23 09:00:00,Clear,26,33,5
58.762517,-117.323083,2015-05-23 17:30:00,Clear,30,33,0
52.7405,-115.501083,2015-05-23 16:06:00,Clear,28,14,5
55.817833,-110.8588,2015-05-23 18:00:00,Clear,24.7,30,0
51.57375,-114.99275,2015-05-24 08:00:00,,,,
51.4455,-114.99122,2015-05-24 13:45:00,Clear,25,17,8
53.075517,-115.02105,2015-05-24 13:55:00,Clear,27,19,15
55.870023,-119.304967,2015-05-24 16:45:00,Clear,28.4,24,2
54.729783,-119.577383,2015-05-24 16:40:00,Cloudy,18.2,60,6
55.902333,-113.081333,2015-05-25 12:30:00,Cloudy,24.5,37,10
57.295333,-119.401333,2015-05-25 14:00:00,CB Wet,16,60,30
56.10835,-116.231133,2015-05-25 14:39:00,CB Wet,23,40,8
58.79665,-118.154883,2015-05-25 14:48:00,Clear,28,44,15
58.5299,-115.16205,2015-06-02 10:00:00,Clear,24,40,5
49.822433,-114.42555,2014-08-04 10:00:00,,,,
51.267683,-114.96895,2014-08-04 10:00:00,,,,
51.555667,-115.209667,2014-08-04 10:00:00,,,,
54.753633,-114.915383,2014-09-21 18:30:00,Clear,17,60,5
52.70375,-115.371967,2014-10-03 12:00:00,Cloudy,11,37,5
57.935461,-116.868847,2014-10-07 08:30:00,Cloudy,5,85,5
56.940697,-111.541266,2014-10-13 21:00:00,Cloudy,10,55,10
52.164483,-116.5044,2014-10-20 07:00:00,Cloudy,18,44,10
55.9005,-115.626983,2014-11-01 12:00:00,Clear,-9,75,7
54.906967,-118.936567,2015-03-06 13:00:00,Cloudy,5,82,29
