fire_location_latitude,fire_location_longitude,fire_start_date,weather_conditions_over_fire,temperature,relative_humidity,wind_speed
57.060517,-111.853167,2006-09-12 12:35:00,Cloudy,22,42,10
54.068434,-115.66898,2006-10-04 15:58:00,Clear,13,35,5
59.429333,-110.288333,2006-06-18 12:29:00,Clear,26,53,10
54.85218,-115.256247,2006-10-04 16:00:00,Clear,18,36,10
58.10135,-110.249333,2006-06-17 23:00:00,Clear,31,30,15
57.953072,-110.947356,2006-06-28 13:38:00,Rainshowers,24,60,5
57.9576,-110.957167,2006-07-16 12:29:00,Cloudy,22,54,13
58.709533,-118.7086,2007-04-21 19:00:00,Clear,15,28,7
58.715933,-118.73505,2007-04-21 18:00:00,Clear,16,38,0
58.71025,-118.72345,2007-04-22 13:30:00,Clear,17,40,10
58.710483,-118.7204,2007-04-22 14:00:00,Cloudy,17,30,10
58.704633,-118.67465,2007-04-22 00:00:00,Cloudy,10,40,10
58.715633,-118.743567,2007-04-21 00:00:00,Clear,11,44,2
55.436433,-116.614367,2007-04-02 18:00:00,Cloudy,13,61,4
54.51713,-110.41459,2007-04-21 18:00:00,Clear,10,43,1
51.09565,-115.0046,2007-04-23 11:35:00,Clear,12,35,0
57.610013,-117.166104,2007-04-21 20:00:00,Clear,12,32,10
58.47675,-115.176617,2007-04-23 12:00:00,Clear,10,50,8
55.189267,-116.20465,2007-04-23 10:45:00,Cloudy,14,46,5
55.142133,-116.130367,2007-04-23 17:00:00,Cloudy,13,46,6
53.388417,-117.556383,2007-05-19 12:00:00,Cloudy,11,52,14
53.042167,-117.323367,2007-05-20 12:00:00,Cloudy,12,49,10
55.53175,-116.157517,2007-05-21 22:30:00,CB Wet,13,92,31
52.83815,-116.743933,2007-05-20 12:00:00,Cloudy,9,35,2
54.284905,-118.970338,2007-04-01 00:00:00,Cloudy,5,75,10
52.963308,-115.010246,2007-05-22 15:45:00,Cloudy,15,30,10
56.477133,-111.299683,2007-05-13 17:00:00,Clear,20,31,5
52.14893,-115.45206,2007-05-21 08:00:00,Cloudy,9,95,11
52.14893,-115.45206,2007-05-21 08:00:00,Cloudy,9,95,11
54.884733,-112.548317,2007-05-17 19:30:00,Cloudy,15,45,25
49.90285,-114.431233,2007-05-21 10:00:00,Clear,15,30,0
55.286833,-114.827033,2007-05-23 16:55:00,Cloudy,17,37,5
54.2121,-115.448933,2007-05-18 18:00:00,Cloudy,8,45,10
51.612083,-115.03115,2006-09-03 10:00:00,Clear,30,20,5
59.607633,-117.708967,2006-08-26 17:40:00,Rainshowers,15,50,10
50.762167,-114.538833,2006-09-03 08:00:00,Clear,31,27,20
56.495967,-117.2785,2006-04-19 12:00:00,Cloudy,16,35,5
56.671667,-117.255167,2006-09-03 16:00:00,Clear,28,30,5
55.842083,-119.228983,2006-09-03 16:35:00,Clear,25,10,10
54.720067,-111.2623,2006-09-03 17:30:00,Clear,19.4,56,15
55.062962,-117.512155,2006-09-03 17:30:00,Clear,30,24,15
50.849483,-114.626483,2006-09-03 12:00:00,Clear,20,35,0
50.8802,-114.687217,2006-09-03 17:00:00,Cloudy,20,40,0
51.551917,-115.202467,2006-09-04 08:00:00,Clear,7.5,81,6
59.601667,-110.146667,2006-07-22 11:50:00,Clear,28,30,20
55.28945,-115.4074,2006-10-01 16:00:00,Cloudy,10,46,10
54.651933,-115.460117,2006-10-05 14:45:00,Cloudy,11,45,12
56.78735,-115.034117,2006-10-02 15:00:00,Cloudy,15,38,0
55.6008,-116.5328,2006-10-05 18:00:00,Cloudy,9,52,0
58.50795,-115.11845,2006-10-06 15:45:00,Clear,10,40,10
58.596441,-117.135041,2006-10-06 14:00:00,Clear,10,60,0
56.017835,-116.929459,2006-10-06 17:00:00,Cloudy,4,35,10
55.399301,-115.956359,2006-05-28 09:00:00,CB Dry,18,70,12
58.4985,-114.955283,2006-10-08 00:00:00,Clear,7,60,10
55.3601,-115.01135,2006-10-08 16:40:00,Clear,7,48,6
54.826837,-118.968315,2006-10-07 19:25:00,Clear,9,50,10
57.060533,-111.855967,2006-09-12 12:35:00,Clear,0,60,2
55.121452,-117.253877,2006-10-10 15:30:00,Cloudy,10,50,10
54.985628,-113.99909,2007-04-24 11:30:00,Cloudy,13,58,4
54.759133,-111.834833,2007-04-17 18:00:00,Clear,15,21,0
55.253843,-114.68679,2007-04-24 14:00:00,Cloudy,19,38,1
58.710467,-118.67095,2007-04-24 17:50:00,Cloudy,16,35,7
54.494861,-110.303903,2007-04-24 18:15:00,Clear,16,45,15
55.3502,-115.799017,2007-04-19 17:00:00,Rainshowers,3,91,8
54.513023,-111.356236,2007-04-25 11:35:00,Clear,13,35,23
52.176959,-114.899149,2007-04-25 10:00:00,Cloudy,10,72,5
58.7095,-118.679867,2007-04-25 17:20:00,Cloudy,14,68,12
55.1796,-116.515667,2006-04-25 16:00:00,Clear,14,30,10
58.705467,-118.696183,2007-04-25 17:00:00,Cloudy,12,68,10
54.55641,-113.870298,2007-04-25 17:15:00,Clear,16,27,8
54.633833,-111.890667,2007-04-25 19:20:00,Clear,16,23,5
58.705733,-118.69185,2007-04-25 17:15:00,Cloudy,12,68,10
58.701883,-118.688417,2007-04-25 18:15:00,Cloudy,17,35,0
53.389983,-117.5358,2007-04-25 12:30:00,Cloudy,13,30,12
54.364,-115.577883,2007-05-18 18:00:00,Cloudy,8,45,10
54.50661,-110.41219,2007-04-18 18:13:00,Rainshowers,12,100,5
58.43851,-116.23725,2007-04-20 00:00:00,Clear,8,50,5
58.7226,-118.74515,2007-05-10 00:00:00,Clear,15,39,6
55.90575,-113.842867,2007-05-24 14:30:00,Cloudy,21,35,0
51.148117,-114.9359,2007-05-24 15:00:00,Cloudy,6.2,59,1
54.119533,-115.5317,2007-05-24 14:00:00,Cloudy,15,41,0
55.063733,-117.432583,2007-05-17 20:45:00,Cloudy,8,40,15
51.157417,-114.887933,2007-05-24 18:00:00,Cloudy,3,67,5
51.55295,-115.204883,2007-05-21 08:00:00,Rainshowers,5,70,5
51.555683,-115.2099,2007-05-21 08:00:00,Cloudy,5,70,5
54.484876,-116.795075,2006-09-04 11:20:00,Clear,16,55,11
55.313267,-115.729933,2006-09-04 11:50:00,Clear,24,28,15
50.807767,-114.590267,2006-09-04 08:00:00,Clear,25,35,0
54.6938,-118.51715,2006-09-03 16:00:00,Cloudy,15,30,0
51.55115,-115.2011,2006-09-04 08:00:00,Clear,18,30,0
50.8133,-114.599767,2006-09-04 08:00:00,Clear,25,35,10
50.812167,-114.59905,2006-09-04 08:00:00,Clear,25,35,10
52.870083,-116.9455,2006-09-02 16:00:00,Clear,24,45,0
49.41215,-114.338333,2006-09-04 10:00:00,Clear,28,20,5
49.41238,-114.337433,2006-09-04 10:00:00,Clear,31,23,15
56.927222,-119.295,2006-06-14 17:00:00,Cloudy,23,40,10
51.632917,-115.0984,2006-09-04 08:00:00,Clear,30,20,5
55.866075,-113.551273,2006-08-16 18:30:00,Clear,30,40,3
55.845067,-116.67585,2006-06-27 20:30:00,CB Wet,20,50,15
55.19544,-113.18856,2006-10-05 13:10:00,Clear,21,32,2
55.415982,-116.234731,2006-10-09 15:40:00,Cloudy,10,29,15
54.062233,-115.354583,2006-04-16 14:40:00,Cloudy,13,55,8
53.2918,-117.279667,2006-09-05 15:58:00,Cloudy,23,28,5
55.559427,-118.794579,2006-10-12 15:14:00,Cloudy,12,48,0
55.480283,-115.394617,2006-09-05 18:15:00,Clear,26,30,5
55.516817,-114.940033,2006-10-01 16:00:00,Cloudy,2,73,0
54.86435,-115.5211,2006-09-29 14:40:00,Cloudy,14,51,25
51.1565,-114.85925,2006-10-13 13:30:00,Clear,10,50,5
55.23755,-114.5019,2007-04-25 21:50:00,Cloudy,5,50,2
58.745393,-114.053237,2007-04-26 00:00:00,Clear,13,30,15
58.705917,-118.6959,2007-04-26 13:40:00,Clear,14,40,5
53.379009,-117.652597,2007-04-22 14:47:00,Cloudy,10,65,10
58.05245,-116.35232,2007-04-26 13:30:00,Clear,12,50,25
56.329899,-117.102933,2007-04-26 14:00:00,Cloudy,16,26,15
55.282935,-115.943378,2007-04-26 16:00:00,Cloudy,15,40,15
54.6505,-111.892,2007-04-26 18:00:00,Cloudy,18,48,10
55.341118,-115.866444,2007-04-26 18:40:00,Cloudy,13,45,15
57.878667,-117.61365,2007-04-27 10:00:00,Cloudy,10,45,15
54.6845,-111.911833,2007-04-27 12:50:00,Cloudy,17,34,15
53.51595,-117.823717,2007-05-25 10:00:00,Clear,15,40,10
58.714983,-118.742867,2007-04-30 18:30:00,Clear,10,15,15
55.306217,-114.732433,2007-05-25 12:00:00,Clear,21,30,5
55.816024,-116.736733,2007-05-22 13:00:00,Clear,20,35,10
55.617717,-111.04215,2007-05-25 08:00:00,Clear,20,30,10
56.686274,-117.569866,2007-05-25 15:40:00,Clear,22,19,3
52.084233,-116.41365,2007-05-21 08:00:00,Cloudy,12,30,5
52.17225,-116.478567,2007-05-21 08:00:00,Cloudy,12,35,5
52.1673,-116.47165,2007-05-21 08:00:00,Clear,12,35,5
52.168417,-116.47275,2007-05-21 08:00:00,Cloudy,12,35,5
52.228483,-116.451317,2007-05-21 08:00:00,Cloudy,12,35,5
55.086634,-117.782069,2006-12-24 11:00:00,Cloudy,22,30,3
52.3974,-116.0776,2007-05-21 08:00:00,Cloudy,12,35,5
52.397383,-116.078417,2007-05-21 08:00:00,Cloudy,12,35,5
52.316133,-116.34115,2007-05-21 08:00:00,Cloudy,12,30,10
52.289283,-116.373867,2007-05-21 08:00:00,Cloudy,12,35,5
50.879083,-114.8825,2006-09-04 09:00:00,Clear,24,20,5
54.284683,-119.844433,2006-09-04 12:00:00,Cloudy,18,58,0
53.1372,-117.117933,2006-09-01 16:00:00,Clear,26,36,0
58.69725,-118.774,2006-09-05 00:00:00,Clear,19,64,0
55.06565,-111.433983,2006-08-30 19:00:00,Clear,21,45,0
54.350328,-119.919998,2006-09-03 12:00:00,Clear,24,22,15
58.481,-114.5234,2006-09-05 14:00:00,Clear,27,40,15
55.732268,-116.56486,2006-09-05 14:00:00,Clear,30,25,5
54.203167,-115.131333,2006-08-20 02:44:00,Clear,23,55,10
59.768607,-119.092582,2006-07-03 10:00:00,Clear,31,50,15
55.240333,-113.188333,2006-09-06 14:00:00,Clear,20,46,6
55.653583,-116.514417,2006-07-06 23:00:00,CB Dry,30,28,20
57.181617,-111.639133,2006-10-13 13:55:00,Clear,11.7,45,1
52.955987,-114.949941,2006-10-13 09:30:00,Cloudy,10,55,2
54.697817,-116.218083,2006-09-01 12:00:00,Clear,9,43,2
54.6991,-110.883367,2006-08-23 19:00:00,Cloudy,8.5,55,0
58.462662,-114.44332,2006-10-14 00:00:00,Cloudy,3,50,15
55.40945,-116.186017,2006-10-02 18:00:00,Cloudy,7,65,0
53.864583,-116.149517,2006-01-01 10:00:00,Clear,17,19,25
57.461483,-111.553317,2006-10-16 16:02:00,Cloudy,-2,70,4
54.977489,-117.133963,2006-10-15 00:00:00,Clear,1,65,0
57.226417,-111.5107,2007-04-24 12:00:00,Clear,12.5,42,19
53.562633,-116.7553,2007-04-27 14:30:00,Cloudy,14.4,30,2
55.40895,-116.222833,2007-04-27 15:40:00,Clear,17,40,15
58.503833,-115.171783,2006-10-25 12:00:00,Cloudy,-10,100,0
54.11365,-115.643067,2007-04-28 12:20:00,Clear,14,30,20
58.7015,-118.687567,2007-04-28 15:20:00,Cloudy,12,45,10
58.513683,-116.883117,2007-04-28 15:00:00,Cloudy,10,34,5
53.27145,-115.788017,2007-04-28 15:00:00,CB Dry,12,17,2
55.65295,-111.1498,2007-04-17 16:00:00,Clear,16,48,10
52.315933,-116.342517,2007-05-21 08:00:00,Cloudy,12,30,10
52.289767,-116.373833,2007-05-21 08:00:00,Cloudy,12,35,5
52.314283,-116.34175,2007-05-21 08:00:00,Cloudy,12,30,10
52.289117,-116.373737,2007-05-21 08:00:00,Cloudy,12,35,5
52.542998,-115.60494,2007-05-22 08:00:00,Cloudy,7,70,15
52.287133,-116.374267,2007-05-21 08:00:00,Cloudy,12,35,5
52.287683,-116.3737,2007-05-21 08:00:00,Cloudy,12,35,5
52.400283,-116.08385,2007-05-21 08:00:00,Cloudy,12,35,5
52.287433,-116.374133,2007-05-21 08:00:00,Cloudy,12,35,5
56.66625,-114.57785,2007-05-26 14:30:00,Clear,21.1,24,5
49.658525,-114.62683,2007-05-26 11:00:00,Cloudy,20,30,10
58.467333,-114.509617,2007-05-26 18:00:00,Cloudy,26,26,5
49.658525,-114.62683,2007-05-26 11:00:00,Cloudy,20,30,10
53.558767,-117.2009,2007-05-26 21:00:00,Cloudy,15,40,0
59.831667,-117.585,2007-05-27 14:00:00,CB Wet,7,75,25
59.978333,-116.873333,2007-05-27 14:00:00,CB Wet,7,75,25
52.838217,-116.74405,2006-09-01 10:00:00,Clear,25,25,5
56.6365,-119.473667,2006-06-25 16:45:00,Clear,25.7,28,5
56.75575,-119.33075,2006-07-02 15:00:00,CB Wet,26,40,10
56.249886,-112.315872,2006-07-23 20:10:00,Clear,27,35,8
56.275667,-111.330333,2006-07-23 21:36:00,Cloudy,25,43,4
55.043833,-113.907833,2006-09-07 13:45:00,Clear,22,75,10
58.642817,-119.510067,2006-09-07 13:00:00,Clear,24,45,0
56.588017,-110.304817,2006-07-06 16:03:00,CB Dry,18.5,52,8
54.350328,-119.919998,2006-09-01 16:00:00,Clear,22,25,5
54.676667,-117.848833,2006-07-11 17:00:00,Clear,25,30,5
55.335883,-114.749583,2006-09-07 22:40:00,Clear,9,78,10
54.179328,-116.796704,2006-08-13 18:00:00,Clear,16,45,5
57.858833,-111.442333,2006-06-29 19:55:00,Cloudy,23,33,24
55.639578,-116.063384,2006-04-09 15:45:00,Clear,12,40,5
55.007572,-111.723841,2006-04-05 19:33:00,Clear,8,25,0
55.5323,-112.572517,2006-10-14 00:00:00,Cloudy,-1,83,0
58.053581,-116.782591,2006-10-18 13:00:00,Cloudy,-2,45,2
54.0133,-115.632367,2006-08-21 15:00:00,Clear,26.6,35,8
53.599467,-116.176867,2006-10-20 15:15:00,Cloudy,7,59,18
55.225517,-114.057517,2006-10-22 17:45:00,Clear,3,57,5
54.661583,-117.256633,2006-10-10 00:01:00,Cloudy,5,70,10
53.5033,-116.6678,2006-07-04 20:00:00,Clear,30,27,6
58.198973,-116.340743,2006-10-23 16:00:00,Cloudy,6,70,6
55.077744,-118.745792,2006-09-17 17:00:00,Cloudy,15,50,5
58.469917,-114.5733,2006-10-24 09:00:00,Cloudy,5,40,5
55.405233,-116.0864,2006-05-16 19:00:00,Clear,25.5,33,25
49.597983,-114.438383,2007-04-29 00:00:00,Cloudy,14,32,15
58.442833,-114.254517,2007-04-29 00:00:00,Clear,15,21,2
55.37615,-115.785933,2007-04-29 14:30:00,Cloudy,11,29,25
55.932883,-110.646717,2007-04-29 16:10:00,Cloudy,13,30,15
58.71885,-118.747417,2007-04-29 15:30:00,Clear,15,45,10
56.337967,-117.661133,2007-04-29 16:30:00,Clear,10,30,15
58.71755,-118.748917,2007-04-29 17:30:00,Clear,15,45,10
55.947,-113.814217,2007-04-29 18:34:00,Cloudy,11,60,15
58.498285,-116.31218,2007-04-29 08:00:00,Cloudy,12,45,45
55.953117,-113.916817,2007-04-29 20:05:00,CB Dry,10,60,10
54.680617,-111.893833,2007-04-30 11:50:00,Clear,15,37,8
54.76229,-111.88693,2007-04-16 10:45:00,Clear,10.8,32,8
58.713433,-118.667917,2007-04-30 13:50:00,Clear,12,35,10
54.339483,-114.7772,2007-04-30 13:45:00,Clear,12,30,10
59.998333,-116.528333,2007-05-27 14:30:00,CB Wet,12,90,5
55.907,-110.502167,2007-05-27 08:00:00,Cloudy,24,30,10
56.458947,-111.127669,2007-05-27 15:54:00,Cloudy,19,40,15
58.16437,-115.99933,2007-05-27 13:00:00,Rainshowers,20,36,17
58.678888,-110.460278,2007-05-27 19:30:00,Cloudy,15,35,10
54.85792,-111.90526,2007-03-15 10:30:00,Clear,15.3,30,5
53.598083,-116.212533,2007-05-28 11:35:00,Cloudy,13,40,12
52.288583,-116.37365,2007-05-21 08:00:00,Cloudy,2,35,5
52.288133,-116.373367,2007-05-21 08:00:00,Cloudy,12,35,5
55.099373,-117.588422,2006-09-07 14:00:00,Clear,18,40,20
55.419817,-111.17085,2006-09-08 13:25:00,Clear,21,35,20
53.575067,-115.106583,2006-09-08 12:50:00,Clear,21,28,17
50.199287,-114.447132,2006-09-08 14:18:00,Cloudy,20,20,5
53.441633,-115.5531,2006-08-29 18:00:00,Clear,25,40,5
57.495088,-111.545457,2006-07-06 09:33:00,Clear,20,63,9
49.597783,-114.4384,2006-09-08 22:00:00,Clear,8,80,3
56.443833,-119.7205,2006-08-02 01:18:00,Clear,22,75,15
53.00855,-116.682533,2006-09-09 17:49:00,CB Dry,14,60,4
49.44752,-114.4144,2006-09-09 18:00:00,Clear,20,38,0
56.504017,-114.555117,2006-08-31 18:00:00,Clear,21,60,15
55.965217,-113.813683,2006-06-22 18:50:00,Clear,23,35,15
58.729717,-111.148517,2006-10-26 11:48:00,Cloudy,7,39,10
54.865867,-115.0325,2006-06-02 18:49:00,CB Dry,21,47,0
58.82135,-118.872867,2006-08-31 17:50:00,Cloudy,18,50,5
58.938133,-117.328167,2006-10-27 00:00:00,Clear,0.2,47,0
55.2011,-116.2857,2006-10-26 16:20:00,Clear,6,40,25
55.9116,-110.740783,2006-10-28 12:30:00,Cloudy,4,40,10
56.643,-111.336833,2006-10-29 15:40:00,Cloudy,-7.3,72,10
56.631533,-111.438017,2006-10-30 09:38:00,Cloudy,-4,57,0
56.249956,-117.340015,2006-10-25 00:00:00,Clear,8,37,25
51.3763,-115.001983,2006-05-20 08:00:00,Cloudy,15,55,0
49.44915,-114.32513,2006-05-19 23:00:00,Cloudy,20,40,10
51.615083,-115.147767,2006-05-20 18:00:00,Cloudy,16,60,8
58.710383,-118.692517,2007-04-30 13:50:00,Clear,12,35,10
58.572217,-117.026,2007-04-28 13:00:00,Cloudy,17,30,10
58.701383,-118.685829,2007-04-28 17:50:00,Clear,13,45,5
55.3588,-114.997417,2007-04-19 18:00:00,Clear,9,30,0
58.476567,-114.490733,2007-04-30 15:45:00,Clear,20,19,5
58.46815,-114.536033,2007-04-30 17:00:00,Clear,20,19,5
58.457217,-114.552817,2007-04-30 17:20:00,Clear,20,19,10
56.250267,-117.5004,2007-04-30 17:15:00,Cloudy,12,14,12
58.39365,-116.164683,2007-04-29 20:00:00,Cloudy,13,35,5
58.716367,-118.74605,2007-04-30 18:40:00,Clear,9,50,10
58.718967,-118.748417,2007-04-30 18:41:00,Clear,9,50,10
58.717867,-118.748433,2007-04-30 18:50:00,Clear,10,50,5
52.688631,-115.375963,2007-05-28 09:00:00,Cloudy,15,40,23
54.46125,-115.506839,2007-05-28 12:00:00,Rainshowers,5,95,20
53.228367,-115.986533,2007-03-01 10:00:00,Clear,16,43,1
54.678888,-111.904443,2007-05-16 16:40:00,Clear,27,21,4
57.919067,-117.895333,2007-04-01 10:00:00,Cloudy,10,25,10
55.5159,-116.74916,2007-05-25 17:30:00,Clear,19,32,8
58.458567,-114.548617,2007-05-29 14:00:00,Clear,26,24,0
58.45905,-114.547383,2007-05-29 15:50:00,Clear,26,25,0
51.06955,-114.988767,2007-03-01 12:00:00,Cloudy,18,40,10
57.2709,-111.0901,2007-05-29 09:00:00,Clear,13,34,4
56.645283,-111.200767,2007-05-26 12:00:00,Clear,24,30,10
53.8307,-116.645583,2006-09-09 22:00:00,Clear,17,54,1
53.379367,-116.594283,2006-09-09 19:30:00,Clear,22,40,4
56.133533,-116.872483,2006-09-10 13:30:00,Clear,24,28,10
52.855948,-116.040443,2006-09-09 19:00:00,Cloudy,18,37,6
49.605067,-114.392367,2006-09-03 21:10:00,Clear,12,54,2
53.081317,-116.399833,2006-09-09 19:00:00,Clear,21,40,5
50.2619,-114.319483,2006-09-10 13:00:00,Clear,22,30,15
52.579265,-115.916,2006-09-10 00:00:00,Clear,20,45,0
55.369967,-115.854717,2006-09-10 17:50:00,Cloudy,18,36,15
55.743,-116.725,2006-07-28 19:31:00,Clear,21,45,10
55.706917,-116.723333,2006-08-29 07:25:00,Clear,20,34,15
52.481617,-114.984333,2006-09-10 14:00:00,Clear,18,50,13
54.793917,-111.91845,2006-09-10 18:15:00,Clear,20,50,5
53.2736,-115.779217,2006-09-09 16:00:00,Clear,16,58,1
57.493183,-113.470185,2006-07-04 19:13:00,Cloudy,25,38,13
51.1865,-114.905933,2006-09-11 11:20:00,Cloudy,18,45,0
50.261333,-114.57625,2006-09-07 23:00:00,Clear,19,62,11
51.600667,-115.1945,2006-07-02 13:00:00,Cloudy,21,40,0
51.38095,-115.0055,2006-07-03 10:00:00,Cloudy,20,40,3
49.36452,-114.31564,2006-07-09 12:00:00,Clear,27,28,14
51.176333,-114.970667,2006-07-09 17:00:00,Cloudy,18,50,5
49.36155,-114.328933,2006-08-05 18:00:00,Clear,17,33,3
55.304997,-114.762167,2006-05-17 04:30:00,Cloudy,17,55,5
56.312167,-113.189667,2006-06-28 01:00:00,Cloudy,29,42,5
51.135852,-114.94845,2006-05-15 19:15:00,Clear,12,20,10
55.546283,-116.150833,2006-05-03 18:35:00,Clear,15,35,5
56.677917,-114.58235,2006-09-09 22:00:00,Cloudy,20,51,10
53.334333,-116.775333,2006-07-03 19:30:00,Cloudy,20,69,2
54.968689,-118.631236,2006-10-04 13:00:00,Clear,17,23,0
54.972617,-118.782683,2006-10-01 18:30:00,CB Dry,5,50,20
55.127667,-117.9455,2006-10-01 15:30:00,Clear,10,50,10
54.437576,-114.621578,2007-04-24 14:30:00,Clear,9,43,20
58.5112,-115.134667,2007-05-01 09:30:00,Clear,10,35,5
54.113886,-115.397164,2007-04-28 12:15:00,Cloudy,14,30,20
53.552333,-116.50585,2007-05-01 11:00:00,Cloudy,11,39,3
57.183117,-111.645483,2006-04-25 13:30:00,Clear,26,16,3
58.472783,-114.48735,2007-05-01 12:00:00,CB Dry,8,40,5
58.71755,-118.7464,2007-05-01 12:20:00,Cloudy,13.5,30,5
54.971067,-115.26695,2007-05-01 13:45:00,Cloudy,14,42,16
57.0285,-117.524717,2007-05-01 13:30:00,Cloudy,13,25,10
58.697733,-118.68625,2007-05-01 13:00:00,Cloudy,15.6,21,8
55.94355,-113.7631,2007-05-01 13:55:00,Cloudy,16,32,10
55.066676,-114.010564,2007-04-24 14:30:00,Cloudy,18,36,2
57.393833,-111.568967,2007-05-08 12:00:00,Clear,25,46,21
54.8677,-111.8879,2007-04-27 15:40:00,Clear,17,34,15
54.769167,-111.912633,2007-04-28 23:00:00,Clear,7.6,48,5
54.891199,-111.91466,2007-04-30 14:10:00,Clear,14,34,6
52.884183,-117.030583,2007-05-27 17:00:00,Cloudy,10,45,10
55.374183,-115.18915,2007-05-12 13:00:00,Clear,24,31,5
55.931567,-110.725617,2007-05-08 13:00:00,Cloudy,16,33,12
58.49005,-116.60525,2007-05-30 16:24:00,Clear,28,30,20
49.643965,-114.604245,2007-05-29 19:00:00,Clear,8.9,81,2
54.0005,-115.785533,2007-05-31 20:00:00,Clear,17,35,0
58.211283,-110.491533,2006-06-29 12:00:00,Clear,22,40,25
49.697433,-114.427367,2006-09-07 19:00:00,Clear,11,79,3
57.842167,-111.561,2006-07-05 11:00:00,Clear,20,77,18
55.210534,-116.301851,2006-09-10 16:00:00,Clear,18,35,25
53.157,-115.409033,2006-09-09 20:00:00,Cloudy,22,39,2
53.4185,-115.299667,2006-09-09 20:00:00,Cloudy,22,39,2
53.494167,-115.227833,2006-09-09 19:00:00,Cloudy,15,75,6
55.206167,-113.190667,2006-09-11 18:10:00,CB Dry,17,57,4
55.492213,-118.07335,2006-09-11 21:00:00,Clear,15,40,5
56.862509,-113.37555,2006-09-09 18:00:00,Clear,22,40,20
49.996069,-114.40291,2006-09-11 20:00:00,Clear,12,52,2
54.563183,-118.29495,2006-08-11 17:00:00,Cloudy,12,30,20
53.446833,-115.769,2006-09-09 19:00:00,Cloudy,10,90,0
51.123217,-115.430567,2006-10-12 20:20:00,Clear,12,50,5
55.984917,-113.86815,2006-10-15 09:00:00,Cloudy,-11,60,5
51.188183,-114.885883,2006-11-15 19:45:00,Clear,2,65,30
55.797383,-113.3923,2006-11-10 13:00:00,Cloudy,-8,73,0
50.640583,-114.536233,2006-11-16 23:00:00,Cloudy,-2,65,5
51.157617,-114.806967,2006-11-19 16:00:00,Cloudy,0,60,5
57.183667,-115.076,2006-06-29 15:00:00,CB Wet,18,47,26
50.907333,-114.656,2006-11-15 21:00:00,Clear,0,50,0
57.22325,-116.731233,2007-04-28 11:00:00,Cloudy,13,30,8
58.705683,-118.691183,2007-05-01 18:00:00,Cloudy,18,24,6
58.698467,-118.6868,2007-05-01 18:30:00,Cloudy,13,33,5
55.970633,-116.980833,2007-05-01 18:45:00,Cloudy,15,27,4
58.235276,-116.202665,2007-05-01 17:00:00,Cloudy,8,50,5
57.784493,-117.781628,2007-05-02 09:00:00,Clear,5,33,3
55.341167,-115.783267,2007-04-23 18:45:00,Cloudy,13,46,6
55.937883,-113.780667,2007-05-02 12:30:00,Cloudy,18,37,10
54.081175,-115.590922,2007-04-28 12:20:00,Clear,12,30,20
58.705117,-118.696333,2007-04-28 16:35:00,Clear,16,40,15
58.821386,-118.826662,2007-05-03 11:30:00,Cloudy,12,80,5
54.703046,-114.508314,2007-04-28 17:00:00,Clear,13.5,22,2
58.225703,-111.278737,2007-05-11 14:30:00,Cloudy,15,10,0
53.45605,-117.517967,2007-05-31 23:00:00,Cloudy,19,32,3
50.219367,-114.404583,2007-05-20 14:30:00,Cloudy,18,70,0
53.454317,-117.522483,2007-05-31 23:00:00,Cloudy,19,32,3
55.635963,-116.406432,2007-05-27 10:00:00,CB Dry,20,40,30
59.09328,-114.12043,2007-05-27 15:48:00,Cloudy,28.5,25,8
55.866067,-113.4516,2007-05-28 17:00:00,Cloudy,15,62,5
58.460122,-114.551277,2007-06-01 15:48:00,Clear,28,35,0
56.9925,-111.898667,2007-06-01 16:16:00,Clear,26.5,26,12
55.086983,-119.892517,2006-08-13 11:52:00,Clear,18,30,15
53.785067,-116.9925,2006-09-10 20:00:00,Cloudy,18,35,5
53.621383,-115.763283,2006-09-12 10:00:00,Cloudy,14,50,3
55.767167,-114.405333,2006-09-10 18:00:00,Clear,19,36,30
51.107067,-115.002983,2006-09-12 16:45:00,Clear,18,35,15
54.82875,-118.5606,2006-09-10 03:00:00,Clear,7,70,0
53.3741,-116.650167,2006-09-12 18:00:00,CB Wet,15,80,2
56.431883,-117.8641,2006-09-12 10:00:00,Clear,11,40,2
52.805062,-116.421385,2006-09-11 23:00:00,Cloudy,7,80,0
53.356967,-117.610033,2006-09-12 17:30:00,Rainshowers,17,53,0
57.795333,-112.377217,2006-07-20 10:12:00,Cloudy,16,65,9
57.312183,-113.538517,2006-07-04 15:00:00,CB Wet,28,30,18
55.90345,-115.81965,2006-09-12 18:30:00,Clear,12,65,8
59.9574,-117.1527,2006-06-26 22:00:00,Cloudy,13,84,10
56.678833,-114.579333,2006-09-03 13:15:00,Clear,24,46,5
55.647667,-115.807833,2006-05-27 19:00:00,CB Dry,16,58,5
54.910267,-116.736626,2006-06-27 21:48:00,Clear,23,50,0
54.897527,-116.790609,2006-06-27 21:46:00,Clear,23,40,0
56.3555,-119.498983,2007-05-03 14:30:00,Cloudy,18,40,5
56.3353,-119.6342,2007-05-03 13:00:00,Cloudy,7,40,5
58.703817,-118.681717,2007-05-03 16:40:00,Cloudy,12,69,2
56.463576,-119.405231,2007-04-28 11:00:00,Cloudy,10,40,5
55.993483,-113.885717,2007-04-30 20:10:00,Clear,16,45,5
55.279133,-114.797983,2007-05-05 16:40:00,Cloudy,12,35,8
